Baseline Data,,,,Pandemic Data,,,,,,Centers > 10,,,,,,High Prevalence States,,,,,,Open the Whole Time,,,,
State,Town/County/City,Age Ranges,Single or Multiple Locations?,Opening Details,Number of Students Served During Pandemic,Number of Staff During Pandemic,COVID-19 Cases in Children,COVID-19 Cases in Staff,,Kids,Staff,Kid COVID,Staff COVID,Count,,Count of Kids,Count of Staff,Kids COVID,Staff COVID,Total Centers,,Kids,Staff,Kid COVID,Staff COVID,Count
North Carolina,Cumberland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,60,14,0,0,,60,14,0,0,1,,0,0,0,0,0,,12,3,0,0,1
Minnesota,Anoka,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,20,11,0,0,,20,11,0,0,1,,0,0,0,0,0,,60,14,0,0,1
Ohio,Warren,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,75,15,0,1,,75,15,0,1,1,,0,0,0,0,0,,20,11,0,0,1
Maryland,Howard County,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,15,0,1,1
Florida,Polk,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,38,14,0,0,,38,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Florida,Miami-Dade,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,15,3,0,0,,15,3,0,0,1,,0,0,0,0,0,,0,0,0,0,0
North Carolina,Orange,"1 to 2 years, 2 to 4 years",Single,Open the whole time,15,6,0,0,,15,6,0,0,1,,0,0,0,0,0,,15,3,0,0,1
Texas,Grayson,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,9,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Georgia,Gwinnett,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,14,6,0,0,,14,6,0,0,1,,0,0,0,0,0,,9,5,0,0,1
Washington,Okanogan,5 to 10 years,Single,Open the whole time,6,1,0,0,,0,0,0,0,0,,6,1,0,0,1,,14,6,0,0,1
New Jersey,Camden,"1 to 2 years, 2 to 4 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,6,1,0,0,1
Nebraska,Lancaster,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,11,0,0,,30,11,0,0,1,,0,0,0,0,0,,4,1,0,0,1
Colorado,Denver,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,35,14,0,0,,35,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Indiana,Madison,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,15,14,0,0,,15,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Illinois,Vermilion,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,18,14,0,0,,18,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Wisconsin,Sauk,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,21,9,0,0,,21,9,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Pennsylvania,Mintgomery,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,16,15,0,0,,16,15,0,0,1,,0,0,0,0,0,,0,0,0,0,0
New York,Ulster,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,18,15,0,0,,18,15,0,0,1,,18,15,0,0,1,,16,15,0,0,1
Georgia,Dougherty,"1 to 2 years, 2 to 4 years",Single,Closed for a portion,10,7,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Marylad ,Montgomery ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,7,0,0,1
Pennsylvania,Allegheny,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,12,28,0,0,,12,28,0,0,1,,0,0,0,0,0,,0,0,0,0,0
New York,Manhattan,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,9,14,0,0,,0,0,0,0,0,,9,14,0,0,1,,12,28,0,0,1
Colorado ,Larimer ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,9,14,0,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,35,12,0,0,,35,12,0,0,1,,0,0,0,0,0,,5,1,0,0,1
Felicia Hines,Gwinnett ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,18,7,0,0,,18,7,0,0,1,,0,0,0,0,0,,35,12,0,0,1
Maryland,Howard,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,25,8,0,0,,25,8,0,0,1,,0,0,0,0,0,,18,7,0,0,1
Colorado,Adams,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,5,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,8,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,130,21,0,0,,130,21,0,0,1,,0,0,0,0,0,,5,2,0,0,1
Maryland,Anne Arundel,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,1,2,1,,0,0,0,0,0,,0,0,0,0,0,,130,21,0,0,1
Wisconsin,Milwaukee,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,20,6,0,0,,20,6,0,0,1,,0,0,0,0,0,,6,1,2,1,1
Texas ,Denton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,2,0,0,,12,2,0,0,1,,0,0,0,0,0,,20,6,0,0,1
Wisconsin,Sheboygan,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,29,6,0,0,,29,6,0,0,1,,0,0,0,0,0,,12,2,0,0,1
Pennsylvania ,Allegheny ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,29,6,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,7,0,0,,35,7,0,0,1,,0,0,0,0,0,,2,1,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,2,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,7,0,0,1
Texas,Pharr,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,2,0,0,1
California,San Bernardino,2 to 4 years,Single,Closed for a portion,24,7,0,0,,24,7,0,0,1,,24,7,0,0,1,,0,0,0,0,0
Georgia,Cobb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,24,7,0,0,1
Texas,Fort Bend,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,76,15,0,0,,76,15,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Pennsylvania ,Allegheny ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,76,15,0,0,1
Florida,Indian River,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,30,12,0,0,,30,12,0,0,1,,0,0,0,0,0,,2,1,0,0,1
New Jersey,Ocean,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,9,0,0,,15,9,0,0,1,,0,0,0,0,0,,30,12,0,0,1
New Jersey,Monmouth,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,15,10,0,0,,15,10,0,0,1,,0,0,0,0,0,,15,9,0,0,1
Ohio,Hancock,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,25,5,0,0,,25,5,0,0,1,,0,0,0,0,0,,15,10,0,0,1
Texas,Colllin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,20,10,0,0,,20,10,0,0,1,,0,0,0,0,0,,25,5,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,35,65,0,0,,35,65,0,0,1,,0,0,0,0,0,,20,10,0,0,1
Minnesota,Olmsted,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,50,15,0,0,,50,15,0,0,1,,0,0,0,0,0,,35,65,0,0,1
Washington ,King,"2 to 4 years, 5 to 10 years",Single,Open the whole time,15,4,0,0,,15,4,0,0,1,,0,0,0,0,0,,50,15,0,0,1
Washington ,Snohomish ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,36,18,0,0,,36,18,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Washington,King,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,4,1,0,0,1,,36,18,0,0,1
Delaware ,New castle,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,33,13,0,0,,33,13,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Ohio,Franklin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,70,20,0,2,,70,20,0,2,1,,0,0,0,0,0,,0,0,0,0,0
North Carolina,Durham,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,20,13,0,0,,20,13,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Pennsylvania ,Mercer,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,13,0,0,1
Washington,Pierce,"2 to 4 years, 5 to 10 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,6,1,0,0,1
Florida,Palm Beach,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,11,0,0,,35,11,0,0,1,,0,0,0,0,0,,6,2,0,0,1
North Carolina,McDowell,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,25,11,0,0,,25,11,0,0,1,,0,0,0,0,0,,35,11,0,0,1
New Jersey,Ocean,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,13,3,0,0,,13,3,0,0,1,,0,0,0,0,0,,25,11,0,0,1
Indiana,Porter,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,13,3,0,0,1
North Carolina,New Hanover,2 to 4 years,Single,Open the whole time,40,15,0,0,,40,15,0,0,1,,0,0,0,0,0,,3,1,0,0,1
California,San Mateo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Single,Open the whole time,4,2,0,0,,0,0,0,0,0,,4,2,0,0,1,,40,15,0,0,1
North Carolina,Forsyth,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,40,22,0,0,,40,22,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Ohio,Licking,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,54,19,0,0,,54,19,0,0,1,,0,0,0,0,0,,40,22,0,0,1
California,San Mateo,2 to 4 years,Single,Closed for a portion,12,10,0,0,,12,10,0,0,1,,12,10,0,0,1,,0,0,0,0,0
Minnesota,Houston,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,10,0,0,1
Florida,Orange,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,66,30,0,0,,66,30,0,0,1,,0,0,0,0,0,,2,1,0,0,1
Oregon,Washington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,19,10,0,0,,19,10,0,0,1,,0,0,0,0,0,,66,30,0,0,1
Minnesota,St. Louis,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,8,0,0,,35,8,0,0,1,,0,0,0,0,0,,19,10,0,0,1
California,La,2 to 4 years,Single,Closed for a portion,40,13,0,0,,40,13,0,0,1,,40,13,0,0,1,,0,0,0,0,0
Washington,King,2 to 4 years,Multiple,Open the whole time,6,4,0,0,,0,0,0,0,0,,6,4,0,0,1,,40,13,0,0,1
California,San Diego ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,3,1,0,0,1,,6,4,0,0,1
Illinois,McHenry,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,Orange,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,12,4,0,0,,12,4,0,0,1,,12,4,0,0,1,,4,1,0,0,1
New York,Monroe,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,9,0,0,,12,9,0,0,1,,12,9,0,0,1,,12,4,0,0,1
Colorado,Boulder ,2 to 4 years,Single,Closed for a portion,7,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Indiana,La Porte,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,30,22,0,0,,30,22,0,0,1,,0,0,0,0,0,,7,3,0,0,1
Florida ,Brevard ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,28,10,0,0,,28,10,0,0,1,,0,0,0,0,0,,30,22,0,0,1
Florida,Pinellas,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,28,10,0,0,1
Texas,Tarrant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,85,10,0,0,,85,10,0,0,1,,0,0,0,0,0,,3,1,0,0,1
Oregon ,Lane ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,5,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Minnesota,Lac Qui Parle,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,25,15,0,0,,25,15,0,0,1,,0,0,0,0,0,,5,4,0,0,1
Washington,Clark,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,4,1,0,0,1,,25,15,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,10,0,0,,30,10,0,0,1,,0,0,0,0,0,,4,1,0,0,1
North Carolina,Guilford,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,10,0,0,,35,10,0,0,1,,0,0,0,0,0,,30,10,0,0,1
Kansas,Johnson,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,20,3,0,0,,20,3,0,0,1,,0,0,0,0,0,,35,10,0,0,1
Texas,Fort Bend,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,75,75,0,0,,75,75,0,0,1,,0,0,0,0,0,,20,3,0,0,1
Georgia,Richmond,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,20,3,0,0,,20,3,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Maryland ,Howard ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,3,0,0,1
Texas,Wilson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,25,6,0,0,,25,6,0,0,1,,0,0,0,0,0,,5,1,0,0,1
California,CCC,2 to 4 years,Single,Closed for a portion,8,1,0,0,,0,0,0,0,0,,8,1,0,0,1,,0,0,0,0,0
Utah,Salt Lake,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,25,5,0,0,,25,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Georgia,Calhoun,"1 to 2 years, 2 to 4 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,5,0,0,1
Maryland,Baltimore,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,1,0,0,1
New York,Westchester,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,1,0,2,,0,0,0,0,0,,7,1,0,2,1,,5,0,0,0,1
Indiana,Floyd,2 to 4 years,Single,Closed for a portion,35,12,0,0,,35,12,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Maryland,Baltimore City,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,12,0,0,1
Wisconsin,Outagamie,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,80,15,0,0,,80,15,0,0,1,,0,0,0,0,0,,5,1,0,0,1
North Carolina,Wake,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",,Open the whole time,35,12,0,0,,35,12,0,0,1,,0,0,0,0,0,,80,15,0,0,1
Minnesota,Washington,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,500,300,1,3,,500,300,1,3,1,,0,0,0,0,0,,35,12,0,0,1
Texas,Ellis,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,35,18,0,0,,35,18,0,0,1,,0,0,0,0,0,,500,300,1,3,1
Wisconsin,Kenosha,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,62,15,0,1,,62,15,0,1,1,,0,0,0,0,0,,35,18,0,0,1
Missouri,Macon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,500,300,3,0,,500,300,3,0,1,,0,0,0,0,0,,0,0,0,0,0
Indiana ,Hamilton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,10,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,500,300,3,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,45,20,0,0,,45,20,0,0,1,,0,0,0,0,0,,10,1,0,0,1
Texas,Tarrant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,20,0,0,1
Michigan,Oakland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,30,14,0,1,,30,14,0,1,1,,0,0,0,0,0,,0,0,0,0,0
Maryland,Howard,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,14,0,1,1
New Jersey,Hunterdon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,23,7,0,0,,23,7,0,0,1,,0,0,0,0,0,,4,1,0,0,1
Florida,Seminole,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,27,15,0,0,,27,15,0,0,1,,0,0,0,0,0,,23,7,0,0,1
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,2,0,0,,0,0,0,0,0,,8,2,0,0,1,,27,15,0,0,1
Texas,Jones,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,12,1,0,0,,12,1,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas,El Paso,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,30,15,0,0,,30,15,0,0,1,,0,0,0,0,0,,12,1,0,0,1
Texas,Bexar,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,13,3,0,0,,13,3,0,0,1,,0,0,0,0,0,,30,15,0,0,1
Illinois,Champaign,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,28,10,0,0,,28,10,0,0,1,,0,0,0,0,0,,0,0,0,0,0
New Mexico,Santa Fe,"2 to 4 years, 5 to 10 years",Single,Open the whole time,15,2,0,0,,15,2,0,0,1,,0,0,0,0,0,,28,10,0,0,1
Texas,Midland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,165,30,0,0,,165,30,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas ,Tarrant ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,45,8,0,0,,45,8,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas,Travis,,,Closed for a portion,6,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,Contra Costa ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,5,2,0,0,,0,0,0,0,0,,5,2,0,0,1,,0,0,0,0,0
Arizona,Pima,2 to 4 years,Single,Closed for a portion,40,10,0,0,,40,10,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Minnesota ,Ramsey ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,16,5,0,2,,16,5,0,2,1,,0,0,0,0,0,,0,0,0,0,0
Illinois,Logan,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,6,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,16,5,0,2,1
Oregon,Yamhill,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,25,9,0,0,,25,9,0,0,1,,0,0,0,0,0,,6,4,0,0,1
Florida,Leon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,50,12,0,0,,50,12,0,0,1,,0,0,0,0,0,,25,9,0,0,1
Oregon,Deschutes,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,15,4,0,0,,15,4,0,0,1,,0,0,0,0,0,,50,12,0,0,1
Texas,Dallas,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,10,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,20,11,0,0,,20,11,0,0,1,,0,0,0,0,0,,10,2,0,0,1
New York,Westchester,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,24,7,0,0,,24,7,0,0,1,,24,7,0,0,1,,20,11,0,0,1
Washington state ,King ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,24,7,0,0,1
Nebraska,Douglas,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,40,25,1,1,,40,25,1,1,1,,0,0,0,0,0,,0,0,0,0,0
Delaware ,New Castle,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,6,0,0,,15,6,0,0,1,,0,0,0,0,0,,40,25,1,1,1
Washington,Mason,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,19,7,0,0,,19,7,0,0,1,,19,7,0,0,1,,15,6,0,0,1
Georgia ,Cobb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,19,7,0,0,1
North Carolina,Gaston,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,25,10,0,0,,25,10,0,0,1,,0,0,0,0,0,,2,1,0,0,1
Arizona,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,30,9,0,0,,30,9,0,0,1,,0,0,0,0,0,,25,10,0,0,1
